,Scientific name,Common name,TypeLocality
5419,muroides FALSE,"Gray-bellied Pencil-tailed Tree MouseMalaysia (Borneo), Sabah, Gunung Kinabalu, Bundu Tuhan, 4000 ft (1220 m).",
5420,pusillus FALSE,Lesser Pencil-tailed Tree Mouse,"Malaysia (Borneo), Sabah, Gunung Kinabalu, 1000 ft (305 m)."
5421, FALSE,,
5422,forbesi FALSE,Forbes’s Chiruromys,"Papua New Guinea, Central Province, Astrolabe Range, Sogeri, 1500 ft (458 m)."
5423,lamia FALSE,Broad-headed Chiruromys,"Papua New Guinea, Central Province, lower Kemp Welch River, Ighibirei (see Thomas, 1897<i>a</i>:4, for details)."
5424,vates FALSE,Lesser Chiruromys,"Papua New Guinea, Central Province, Upper St. Joseph's River (= Angabunga River), Madeu, 50 m NE Hall Sound, 2000-3000 ft (610-915 m)."
5425, FALSE,,
5426,gonzalesi FALSE,Isarog Chrotomys,"Philippines, SE Luzon Isl, Camarines Sur Province, W slope Mt Isarog, 4 km N, 21 km E Naga, 1350 m."
5427,mindorensis FALSE,Lowland Chrotomys,"Philipines, Mindoro Isl, 3 mi (5 km) SSE of San Jose (Central), 200 ft (61 m)."
5428,silaceus FALSE,Blazed Luzon Chrotomys,"Philippines, N Luzon Isl, Mt Data, Lepanto, 8000 ft (2440 m)."
5429,whiteheadi FALSE,Montane Chrotomys,"Philippines, N Luzon Isl, Mountain Province, Mt Data, 8000 ft (2440 m)."
5430, FALSE,,
5431,albidens FALSE,White-toothed Coccymys,"New Guinea, Prov. of Papua ( = Irian Jaya), Snow Mtns, 15 mi (24 km) N Mt Wilhelmina, Lake Habbema, 3225 m."
5432,ruemmleri FALSE,Rümmler’s Coccymys,"New Guinea, Prov. of Papua (= Irian Jaya), Snow Mtns (Pengunungan Maoke), N slope Mt Wilhelmina, Lake Habbema, 3225 m."
5433, FALSE,,
5434,goslingi FALSE,African Wading Rat,"Dem. Rep. Congo, Orientale, Uele River, Gambi."
5435, FALSE,,
5436,albipes FALSE,White-footed Conilurus,SE Australia (Neuholland); see Mahoney and Richardson (1988:155).
5437,penicillatus FALSE,Brush-tailed Conilurus,"Australia, Northern Territory, Port Essington, sea shore; see Mahoney and Richardson (1988:155)."
5438, FALSE,,
5439,buehleri FALSE,Buhler’s Coryphomys,"Indonesia, Nusa Tenggara, W Timor, cave deposit near Nikiniki.
Recorded only from Timor."
5440, FALSE,,
5441,australis FALSE,Dinagat Crateromys,"Philippines, Surigao del Norte Province, Dinagat Isl, Loreto Municipality, Balitbiton."
5442,heaneyi FALSE,Panay Crateromys,"Philippines, W Panay Isl, Antique Province, San Remigio Municipality, Barangay Maytawis, SW side of greater Mt Baloy, 11°01'N, 122°14'E."
5443,paulus FALSE,,"Philippines, Mindoro Occidental Province, Ilin Isl."
5444,schadenbergi FALSE,Luzon Crateromys,"Philippines, N Luzon Isl, Mountain Province, Mt Data."
5445, FALSE,,
5446,cutchicus FALSE,Cutch Cremnomys,"India, Gujarat, Kutch, Dhonsa."
5447,elvira FALSE,Elvira Cremnomys,"India, E Ghats, Tamil Nadu, Salem Dist., Kurumbapatti."
5448, FALSE,,
5449,moncktoni FALSE,Earless New Guinea Water Rat,"New Guinea, SE Papua New Guinea, Central Province, Brown River, Serigina, 4500 ft (1370 m)."
5450, FALSE,,
5451,celebensis FALSE,Sulawesi Shrew Mouse,"Indonesia, C Sulawesi, near Tomado, 3500 ft (1067 m)."
5452,fallax FALSE,Luzon Shrew Mouse,"Philippines, NC Luzon Isl, Isabella Province, Sierra Madre Range, 1000 ft (305 m)."
5453,melanius FALSE,Mindanao Shrew Mouse,"Philippines, Mindanao Isl, Davao Province, Mt Apo, 3000 ft (915 m)."
5454,suncoides FALSE,Katanglad Shrew Mouse,"Philippines, Mindanao Isl, Bukidnon Province, 18.5 km S, 4 km E Camp Phillips, 2250 m, 08°09'N, 124°51'E."
5455, FALSE,,
5456,millardi FALSE,Millard’s Dacnomys,"India, West Bengal, near Darjeeling, Gopaldhara, 3440 ft (1050 m)."
5457, FALSE,,
5458,alleni FALSE,Glover Allen’s Dasymys,"SW Tanzania, Rungwe Mtn, Ilolo (09°10’S, 33°37’E, as per W. Verheyen et al., 2003)."
5459,cabrali FALSE,Crawford-Cabral’s Dasymys,"NE Namibia, Groot Fontein Dist., near the Okavango River (Omatoka Junction), 1080 m (17°56’S, 20°25’E, as per W. Verheyen et al., 2003)."
5460,foxi FALSE,,"Nigeria, Panyam, 4000 ft (1220 m); 09°27N, 09°52’E (W. Verheyen et al., 2003)."
5461,incomtus FALSE,Common Dasymys,"South Africa, ""Caﬀraria prope Portum Natal,"" (= Durban, KwaZulu-Natal); 29°15’S, 31°01’E (W. Verheyen et al., 2003)."
5462,montanus FALSE,Ruwenzori Dasymys,"Uganda, Ruwenzori East, Mubuku Valley, 12,500 ft (3810 m); 00°22’N, 30°00’E (W. Verheyen et al., 2003)."
5463,nudipes FALSE,Angolan Dasymys,"Angola, Humpata, 15°01’S, 13°21’E (based on neotype designated by W. Verheyen et al., 2003:38)."
5464,rufulus FALSE,West African Dasymys,"Liberia, Mt Coﬀee (06°30’N, 10°35’W, as per W. Verheyen et al., 2003)."
5465,rwandae FALSE,Rwandan Dasymys,"NW Rwanda, Virunga Volcanoes (Nyungwe Forest), Kinigi, 2250 m (01°26’S, 29°36’E, as per W. Verheyen et al., 2003)."
5466,sua FALSE,Tanzanian Dasymys,"E Tanzania, Mbete (06°52’S, 37°41’E, as per W. Verheyen et al., 2003:41), near Morogoro, on ﬂanks of the Uluguru Range (Kitundu Forest), 1540 m."
5467, FALSE,,
5468,defua FALSE,Defua Dephomys,"Liberia, Mt Coﬀee."
5469,eburneae FALSE,Ivory Coast Dephomys,"Côte d’Ivoire, Lamto."
5470, FALSE,,
5471,harringtoni FALSE,Harrington’s Desmomys,"Ethiopia, W Shoa, Kutai, Katchisa."
5472,yaldeni FALSE,Yalden’s Desmomys,"Ethiopia, Sheko Forest, 07E04'N, 35E30'E, 1930 m."
5473, FALSE,,
5474,crumpi FALSE,Crump’s Diomys,"India, Bihar, Hazaribagh Dist., Paresnath Hills."
5475, FALSE,,
5476,legata FALSE,Ryukyu Islands Tree Rat,"Japan, Ryukyu Isls, Amami-oshima Isl."
5477, FALSE,,
5478,centrosa FALSE,Central Sulawesi Echiothrix,"Indonesia, C Sulawesi, Winatu (01E34' S, 119E59' E), 2500 ft (760 m)."
5479,leucura FALSE,Northern Sulawesi Echiothrix,"Indonesia, Sulawesi, NE tip of N peninsula, Manado (= Menado), 01E30'N/124E50'E, coastal plain near sea level (as restricted by Tate, 1936:586)."
5480, FALSE,,
5481,canus FALSE,Sulawesi Soft-furred Rat,"Indonesia, C Sulawesi, Gunung Lehio, above 6000 ft (1830 m)."
5482, FALSE,,
5483,ellioti FALSE,,"India, Dharwar."
5484, FALSE,,
5485,aridulus FALSE,Arid Woodland Grammomys,"Sudan, Darfur, Wadi Aribo, Kulme."
5486,buntingi FALSE,Bunting’s Grammomys,"Liberia, Bassa, Gonyon."
5487,caniceps FALSE,Gray-headed Grammomys,"Kenya, Malindi.
N Kenya and S Somalia."
5488,cometes FALSE,Mozambique Grammomys,"Mozambique, Inhambane."
5489,dolichurus FALSE,Common Grammomys,"South Africa, near Cape Town."
5490,dryas FALSE,Albertine Rift Grammomys,"""Kenya Colony"" (Uganda), Ruwenzori East, 6000-7000 ft (1830-2130 m)."
5491,gigas FALSE,Mount Kenya Grammomys,"Kenya, Mt Kenya, Solai, 9000 ft (2743 m)."
5492,ibeanus FALSE,East African Grammomys,"Kenya, Molo."
5493,kuru FALSE,Eastern Rainforest Grammomys,"NE Dem. Rep. Congo, Orientale, Angu, Uele River."
5494,macmillani FALSE,Macmillan’s Grammomys,"Ethiopia, north of Lake Rudolf, Wouida."
5495,minnae FALSE,Ethiopian Grammomys,"S Ethiopia, Sidamo Province, edge of Bulcha Forest, 1800 m.
S Ethiopia; limits unknown."
5496,poensis FALSE,Western Rainforest Grammomys,"Equatorial Guinea, Bioko, Moca, 1200 m."
5497, FALSE,,
5498,humei FALSE,Hume’s Hadromys,"India, Manipur, Moirang."
5499,yunnanensis FALSE,Yunnan Hadromys,"China, W Yunnan Province, Ruili County, Hulan (24E09' N, 97E51' E), 1300 m."
5500, FALSE,,
5501,margarettae FALSE,Margaret’s Haeromys,"Malaysia, Sarawak, Penrisen Hills."
5502,minahassae FALSE,Lowland Sulawesi Haeromys,"Indonesia, Sulawesi, NE tip of N peninsula, Minahassa region, Rurukan (01E21'N/124E52'E), 1000 ft (305 m)."
5503,pusillus FALSE,Sundaic Haeromys,"Malaysia, Sabah, Mt Kinabalu."
5504, FALSE,,
5505,delacouri FALSE,Lesser Marmoset Rat,"S Vietnam, Dakto."
5506,longicaudatus FALSE,Greater Marmoset Rat,"Burma, Tenasserim, Sitang River Valley."
5507, FALSE,,
5508,fumosus FALSE,Smokey Heimyscus,"Gabon, Makokou."
5509, FALSE,,
5510, FALSE,,
5511, FALSE,,
5512,badius FALSE,Cameroon Highland Hybomys,"Cameroon, southwest slope Mt Cameroon, 5800 ft (1768 m)."
5513,basilii FALSE,,"Equatorial Guinea, Bioko, Mocatal, 1200 m.
Endemic to Bioko."
5514,lunaris FALSE,Ruwenzori Hybomys,"Uganda, Ruwenzori East, Mubuku Valley, 6000 ft (1830 m)."
5515,planifrons FALSE,Liberian Forest Hybomys,"Liberia, Mt Coﬀee."
5516,trivirgatus FALSE,West African Hybomys,"Ghana (= Gold Coast), Dabocrom."
5517,univittatus FALSE,Peters’s Hybomys,"Gabon, Dongila."
5518, FALSE,,
5519,chrysogaster FALSE,Common Water Rat,"Australia, Tasmania, Bruny Isl (see Mahoney and Richardson, 1988:157)."
5520,habbema FALSE,New Guinea Mountain Water Rat,"New Guinea, Prov. of Papua (= Irian Jaya), 15 km N Mt Wilhelmina, Lake Habbema, 3225 m.New Guinea, Prov. of Papua (= Irian Jaya), known only from the type locality and NE slope of Mt Wilhelmina between 3560 and 3600 m (Tate, 1951:227); limits unknown."
5521,hussoni FALSE,Husson’s Water Rat,"New Guinea, Prov. of Papua (= Irian Jaya), Wissel Lakes, Lake Paniai, Enarotali, 1765 m (see Musser and Piik, 1982, for other details)."
5522,neobritannicus FALSE,New Britain Water Rat,"Bismarck Arch., New Britain Isl, Wide Bay, Balayang, Bainings.
Endemic to New Britain Isl."
5523,shawmayeri FALSE,Shaw Mayer’s Water Rat,"Papua New Guinea, SE Bismarck Range, Purari-Ramu Divide, Baiyanka, 6500 ft (1980 m).New Guinea; recorded only along the Papua New Guinea Central Cordillera from Hagen Range in the west to Mt Kaindi area in the east (localities 1-4 that were mapped as ""<i>H</i>. <i>habbema</i>"" in Musser and Piik, 1982:156)."
5524, FALSE,,
5525,aeta FALSE,Beaded Hylomyscus,"Cameroon, Bitye, Ja River."
5526,alleni FALSE,Allen’s Hylomyscus,"Equatorial Guinea, Bioko, Gulf of Guinea."
5527,baeri FALSE,Baer’s Hylomyscus,"Côte d’Ivoire, Adiopodoume."
5528,carillus FALSE,Angolan Hylomyscus,"Angola, Andongo, Pungo, 1200 m."
5529,denniae FALSE,Montane Hylomyscus,"Uganda, Mubuku Valley, Ruwenzori East, 7000 ft (2134 m)."
5530,grandis FALSE,Mount Oku Hylomyscus,"West Cameroon, Banso Highlands, Lake Oku on Mt Oku, 2100 m."
5531,parvus FALSE,Lesser Hylomyscus,"Gabon, Belinga, 800 m."
5532,stella FALSE,Stella Hylomyscus,"E Dem. Rep. Congo, Ituri Forest, between Mawambi and Avakubi."
5533, FALSE,,
5534,dammermani FALSE,Western Hyomys,"New Guinea, Prov. of Papua (= Irian Jaya), Weyland Range, Kunupi Mtn."
5535,goliath FALSE,Eastern Hyomys,"Papua New Guinea, Central Province, highlands of Aroa River basin."
5536, FALSE,,
5537,sodyi FALSE,Javan Bamboo Rat,"Indonesia, W Java, Gunung Pangrango-Gede, 1000 m.
Java."
5538, FALSE,,
5539,rintjanus FALSE,Nusa Tenggara Komodomys,"Indonesia, Nusa Tenggara, Pulau Rintja, Lohoboeaja."
5540, FALSE,,
5541,okuensis FALSE,Mount Oku Lamottemys,"W Cameroon, Mt Oku."
5542, FALSE,,
5543,forresti FALSE,Forrest’s Leggadina,"Australia, Northern Territory, Alexandria (for additional information, see Mahoney and Richardson, 1988:158)."
5544,lakedownensis FALSE,Lakeland Downs Leggadina,"Australia, Queensland, Lakeland Downs, 110 km north of Cooktown."
5545, FALSE,,
5546,SPECIES YES,Barbary Lemniscomys,"Morocco (= ""Barbaria,"" see discussion in Carleton and Van der Straeten, 1997)."
5547,SPECIES YES,Bellier’s Lemniscomys,"Côte d’Ivoire, Ayeremou (= Lamto)."
5548,SPECIES YES,Griselda’s Lemniscomys,"Angola, Jinga country, Muene Coshi."
5549,SPECIES YES,Hoogstraal’s Lemniscomys,"Sudan, Upper Nile Prov, Paloich, 12 mi (19 km) N Niayok (Carleton and Van der Straeten, 1997 provided additional information)."
5550,SPECIES YES,Senegal Lemniscomys,"Senegal (= French Gambia), Gamon."
5551,SPECIES YES,Buﬀoon Lemniscomys,"Uganda, SE Ruwenzori, Mokia."
5552,SPECIES YES,Mittendorf’s Lemniscomys,"West Cameroon, Banso Highlands, Lake Oku on Mt Oku, 2100 m.
Known only from the type locality."
5553,SPECIES YES,Single-Striped Lemniscomys,"Tanzania, Nguru Mtns, Monda."
5554,SPECIES YES,Rosevear’s Lemniscomys,"Zambia, Zambezi (= Balovale), 1015 m (see Van der Straeten, 1980<i>b</i>, for additional data)."
5555,SPECIES YES,Typical Lemniscomys,"""India"" (= Sierra Leone; see G. M. Allen, 1939:394)."
5556,SPECIES YES,Heuglin’s Lemniscomys,"Sudan, Bahr el Ghazal (Carleton and Van der Straeten, 1997, provided additional information)."
5557,GENUS YES,,
5558,SPECIES YES,Meyer’s Lenomys,"Indonesia, Sulawesi, NE peninsula, Menado.
Recorded only from N, C, and SW Sulawesi."
5559,GENUS YES,,
5560,SPECIES YES,Sundaic Lenothrix,"Indonesia, Pulau Tuangku (west of Sumatra)."
5561,GENUS YES,,
5562,SPECIES YES,Sundaic Mountain Leopoldamys,"Malaysia, Perak (Malay Peninsula), Gunung Inas."
5563,SPECIES YES,Edward’s Leopoldamys,"China, mountains of W Fujian (probably Kuatun)."
5564,SPECIES YES,Millet’s Leopoldamys,"S Vietnam, Lâm Dđng Province, Langbian Mtns (= Lam Vien Plateau), Dŕ Lat, 5000 ft (1524 m)."
5565,SPECIES YES,Neill’s Leopoldamys,"Thailand, Saraburi Prov, Kaengkhoi Dist., ""outside the entrance to the bat cave, half-way up the face of a wooded limestone cliﬀ, 200 meters altitude."""
5566,SPECIES YES,Indomalayan Leopoldamys,"Malaysia, Sabah (N Borneo), Gunung Kinabalu."
5567,SPECIES YES,"Mentawai Archipelago LeopoldamysIndonesia, Kepulauan Mentawai, Pulau Sipora.",
5568,GENUS YES,,
5569,SPECIES YES,Lesser Stick-nest Rat,"Australia, South Australia; see Mahoney and Richardson (1988:159)."
5570,SPECIES YES,Greater Stick-nest Rat,"Australia, New South Wales, Polia area, about 45 miles (72 km) from Laidley Ponds; see Mahoney and Richardson (1988:160)."
5571,GENUS YES,,
5572,SPECIES YES,Elegant Leptomys,"Papua New Guinea (= ""British New Guinea""), Central Province, Astrolabe Range behind Port Moresby. The specimen was collected by Dr. Lamberto Loria between 1890 and 1893 and Tate (1951:223) claimed that ""Loria collected in the Astrolabe Range behind Port Moresby,"" but Laurie and Hill, 1954:132 noted that no exact locality was published. Thomas (1897<i>a</i>:4), however wrote that Loria’s localities ""are mostly between the Owen Stanley Range and the sea, in or near the watershed of the Kemp Welch river,"" an area that would include the Astrolabe Range and adjacent Sogeri Plateau."
5573,SPECIES YES,Ernst Mayr’s Leptomys,"Papua New Guinea, Morobe Province, Huon Peninsula, Saruwaged Mtns, Ogeramnang, 1785 m."
5574,SPECIES YES,Fly River Leptomys,"Papua New Guinea, Western Province, Sturt Isl Camp, Fly River (north bank), near sea level, 08°15'S, 142°15'E."
5575,GENUS YES,,
5576,SPECIES YES,Gray-bellied Limnomys,"Philippines, NC Mindanao, Bukidnon Province, Mt Kitanglad Range, 18.5 km S, 4 km E Camp Phillips, 2250 m (08E09' 30""N, 124E51'E)."
5577,SPECIES YES,White-bellied Limnomys,"Philippines, SE Mindanao, Davao City Province, Mt Apo, 6600 ft (2012 m)."
5578,GENUS YES,,
5579,SPECIES YES,Long-footed Tree Mouse,"New Guinea, Prov. of Papua (= Irian Jaya), Noord (= Lorentz River), Bivak 2, 400 m."
5580,GENUS YES,,
5581,SPECIES YES,Lesser Macruromys,"New Guinea, Prov. of Papua (= Irian Jaya), Weyland Range, Mt Kunupi, 1400-1800 m.
Known only from the type locality."
5582,SPECIES YES,Greater Macruromys,"Papua New Guinea, Eastern Highlands Province, Kratke Mtns, Buntibasa Dist, 4000-5000 ft (1220-1524 m)."
5583,GENUS YES,,
5584,SPECIES YES,Blanford’s Madromys,"India, Madras, Kadapa."
5585,GENUS YES,,
5586,SPECIES YES,Cansdale’s Malacomys,"Ghana, Oda."
5587,SPECIES YES,Edwards’ Malacomys,"Liberia Mellacoree River (= Melikhoure River, Guinea according to Rautenbach and Schlitter, 1978:410)."
5588,SPECIES YES,Common Malacomys,"Gabon, Gaboon River (vicinity of Ogooue, Gabon; see Rautenbach and Schlitter, 1978:414).From SE Nigeria, C and S Cameroon, Equatorial Guinea (including Bioko; Eisentraut, 1965), and Gabon eastward through Republic of Congo, S Central African Republic, Dem. Rep. Congo to S Sudan, Uganda, and Rwanda; also to the south in NW Zambia and NE Angola (Crawford-Cabral, 1998)."
5589,GENUS YES,,
5590,SPECIES YES,De Vis’s Mallomys,"Papua New Guinea, Central Province, head of Aroa River (Flannery et al., 1989, provided additional data)."
5591,SPECIES YES,Alpine Mallomys,"New Guinea, Prov. of Papua (= Irian Jaya), 2 km E Mt Wilhelmina, 3800 m (Flannery et al., 1989, gave details)."
5592,SPECIES YES,Subalpine Mallomys,"Papua New Guinea, Mt Hagen Dist., Korelum (Flannery et al., 1989, provided additional information)."
5593,SPECIES YES,Rothschild’s Mallomys,"Papua New Guinea, Central Province, Owen Stanley Range, between Mt Musgrave and Mt Scratchley, 5000-6000 ft (1524-1830 m); see Flannery et al. (1989)."
5594,GENUS YES,,
5595,SPECIES YES,,"Canary Isls, Fuerteventura Isl, Cueva Villaverde near La Oliva, at stratigraphic level dated about 1070 years before present (see Hutterer et al., 1988, for additional information)."
5596,GENUS YES,,
5597,SPECIES YES,Highland Mammelomys,"New Guinea, Prov. of Papua (= Irian Jaya), Doormanpad-bivak (3°30'S, 138°30'E), 2400 m.Mountain forests (above 1000-1500 m) of N New Guinea; from the type locality in Prov. of Papua (= Irian Jaya) eastward along Central Cordillera through the Telefomin region, Schrader Range, Kratke Mtns, and Mt Hagen region to the Wau area of Papua New Guinea; also from Cyclops Range in the northern coastal mountains; not recorded from Huon Peninsula."
5598,SPECIES YES,Lowland Mammelomys,"New Guinea, NW Prov. of Papua (= Irian Jaya), Mamberano River, Pionier-bivak (2°20'S, 138°0' E), 200 ft (61 m)."
5599,GENUS YES,,
5600,SPECIES YES,Spiny Lowland Margaretamys,"Indonesia, Sulawesi, NE peninsula, Menado-Langowan."
5601,SPECIES YES,Elegant Margaretamys,"Indonesia, C Sulawesi, Gunung Nokilalaki, 6500 ft (1980 m)."
5602,SPECIES YES,Lesser Margaretamys,"Indonesia, C Sulawesi, Gunung Nokilalaki, 7400 ft (2256 m)."
5603,GENUS YES,,
5604,SPECIES YES,Broad-toothed Mastacomys,"Australia, Tasmania; see Mahoney and Richardson (1988:160) for details."
5605,GENUS YES,,
5606,SPECIES YES,Awash Mastomys,"Ethiopia, ""collected at the bank of the Awash River near Koka Lake"" (Lavrenchenko et al., 1998<i>a</i>:46), 08E23'N 39E09'E."
5607,SPECIES YES,Southern African Mastomys,"South Africa, Northern Cape Province, between Orange River and Tropic of Capricorn (see Meester et al., 1986:286)."
5608,SPECIES YES,Reddish-white Mastomys,Guinea.
5609,SPECIES YES,Hubert’s Mastomys,"N Nigeria, Zungeru."
5610,SPECIES YES,Kollmannsperger’s Mastomys,"N Niger, Aďr region, Titintarat (= Tchet-en-Taghat; Dobigny et al., 2002<i>b</i>), 150 km N Agadez (Petter, 1957), ""near the wells of Tedjidda-n-Tesemt"" (Rosevear, 1969:423) (= Teguidda-n-Tessoumt; Dobigny et al., 2002<i>b</i>)."
5611,SPECIES YES,Natal Mastomys,"South Africa, KwaZulu-Natal, Port Natal (= Durban)."
5612,SPECIES YES,Dwarf Mastomys,"SW Kenya, Amala (Mara) River; see G. M. Allen (1939:406) and Misonne and Verschuren (1964:655) for details."
5613,SPECIES YES,Shortridge’s Mastomys,"N Namibia, Grootfontein Dist., Okavango-Omatako junction."
5614,GENUS YES,,
5615,SPECIES YES,Bornean Mountain Maxomys,"Malaysia, Sabah (N Borneo), Mt Kinabalu (""from a high level"")."
5616,SPECIES YES,Small Bornean Maxomys,"Malaysia, Sabah (N Borneo), Mt Kinabalu."
5617,SPECIES YES,Bartels’s Javan Maxomys,"Indonesia, W Java, Gunung Pangerango-Gede, 6000 ft (1830 m)."
5618,SPECIES YES,Dollman’s Sulawesi Maxomys,"Indonesia, C Sulawesi, Quarles Mtns, Rantekaroa, 6000 ft (1830 m)."
5619,SPECIES YES,Hellwald’s Sulawesi Maxomys,"Indonesia, Sulawesi, NE peninsula, Menado."
5620,SPECIES YES,Sumatran Mountain Maxomys,"Indonesia, W Sumatra, Korinchi Peak, 7300 ft (2225 m)."
5621,SPECIES YES,Malayan Mountain Maxomys,"Malaysia, Perak (Malay Peninsula), Gunung Inas."
5622,SPECIES YES,Broad-nosed Sumatran Maxomys,"Indonesia, W Sumatra, Korinchi Peak, Sungei Kumbang, 4700 ft (1433 m).
Endemic to mountain forests of W Sumatra."
5623,SPECIES YES,Indochinese Mountain Maxomys,"S Vietnam, Lâm Dđng Province, Langbian Mtns (= Lam Vien Plateau), Arbre Broyé (= Tram Hanh), 5400 ft (1646 m)."
5624,SPECIES YES,"Musschenbroek’s Sulawesi MaxomysIndonesia, Sulawesi, NE peninsula, Menado.",
5625,SPECIES YES,"Ochraceous-bellied Bornean MaxomysMalaysia, Sabah (N Borneo), Gunung Kinabalu, below 1700 m (Md Nor, 2001).",
5626,SPECIES YES,Mentawai Archipelago Maxomys,"Indonesia, Kepulauan Mentawai, Pulau Pagai Selattan (S Pagai Isl), oﬀ coast W Sumatra.Endemic to islands of South Pagai, North Pagai, Sipora, and Siberut in Mentawai Arch."
5627,SPECIES YES,Palawan Maxomys,"Philippines, Palawan Isl."
5628,SPECIES YES,Rajah Sundaic Maxomys,"Malaysia, Sarawak (N Borneo), Gunung Batu Song."
5629,SPECIES YES,Indomalayan Maxomys,"Peninsular Thailand, Trang."
5630,SPECIES YES,Watts’s Sulawesi Maxomys,"Indonesia, C Sulawesi, Gunung Tambusisi, Tambusisi Damar, 4700 ft (1432 m)."
5631,SPECIES YES,Whitehead’s Sundaic Maxomys,"Malaysia, Sabah (N Borneo), Gunung Kinabalu."
5632,GENUS YES,,
5633,SPECIES YES,Diurnal Sulawesian Shrew Rat,"Indonesia, C Sulawesi, Rano Rano, 6000 ft (1830 m); see Musser (1982<i>c</i>) for additional information."
5634,GENUS YES,,
5635,SPECIES YES,Dusky Seram Melomys,"Indonesia, Pulau Seram, Mt Manusela, 6000 ft (1830 m).
Endemic to Seram Isl, 1200-1830 m."
5636,SPECIES YES,Rossel Island Melomys,"Papua New Guinea, Louisiade Arch., Rossel Isl.
Endemic to Rossel Isl, 50-700 m."
5637,SPECIES YES,Great Key Island Melomys,"Indonesia, Maluku Tengah, Pulau Kai Besar (Great Key Isl), 2 km W Fakoi, 200 m (see Kitchener and Maryanto, 1993<i>b</i>, for details)."
5638,SPECIES YES,Bougainville Island Melomys,"Solomon Isls, Bougainville Isl, Buin."
5639,SPECIES YES,Grassland Melomys,"Australia, Western Australia, near Derby; Mahoney and Richardson (1988:161) provided details."
